ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Category
Sekute-42_four-1,,Sekute,42_four,tone,tone,t o n e,,Sawka2019,,,^ t o n e $,default,number
Musukotwani-42_four-1,,Musukotwani,42_four,tone,tone,t o n e,,Sawka2019,,,^ t o n e $,default,number
Ila-42_four-1,,Ila,42_four,tone,tone,t o n e,,Sawka2019,,,^ t o n e $,default,number
Lozi-42_four-1,,Lozi,42_four,totune,totune,t o t u n e,,Sawka2019,,,^ t o t u n e $,default,number
Chewa-42_four-1,,Chewa,42_four,tunai,tunai,t u n a i,,Sawka2019,,,^ t u n a i $,default,number
Nkoya1-42_four-1,,Nkoya1,42_four,una,una,u n a,,Sawka2019,,,^ u n a $,default,number
Nkoya2-42_four-1,,Nkoya2,42_four,tuhatu nakamo,tuhatu nakamo,t u h a t u + n a k a m o,,Sawka2019,,,^ t u h a t u + n a k a m o $,default,number
Tonga-43_five-1,,Tonga,43_five,tosanwe,tosanwe,t o s a nʷ e,,Sawka2019,,,^ t o s a nw e $,default,number
MukuniMarch-43_five-1,,MukuniMarch,43_five,tosanwe,tosanwe,t o s a nʷ e,,Sawka2019,,,^ t o s a nw e $,default,number
Mukuni-43_five-1,,Mukuni,43_five,tosanwe,tosanwe,t o s a nʷ e,,Sawka2019,,,^ t o s a nw e $,default,number
Sekute2013-43_five-1,,Sekute2013,43_five,tosanwe,tosanwe,t o s a nʷ e,,Sawka2019,,,^ t o s a nw e $,default,number
Sekute-43_five-1,,Sekute,43_five,tosanwe,tosanwe,t o s a nʷ e,,Sawka2019,,,^ t o s a nw e $,default,number
Musukotwani-43_five-1,,Musukotwani,43_five,tosanwe,tosanwe,t o s a nʷ e,,Sawka2019,,,^ t o s a nw e $,default,number
Ila-43_five-1,,Ila,43_five,tosanwe,tosanwe,t o s a nʷ e,,Sawka2019,,,^ t o s a nw e $,default,number
Lozi-43_five-1,,Lozi,43_five,ketalizoho,ketalizoho,k e t a l i z o h o,,Sawka2019,,,^ k e t a l i z o h o $,default,number
Chewa-43_five-1,,Chewa,43_five,tusanu,tusanu,t u s a n u,,Sawka2019,,,^ t u s a n u $,default,number
Nkoya1-43_five-1,,Nkoya1,43_five,una nakamo,una nakamo,u n a + n a k a m o,,Sawka2019,,,^ u n a + n a k a m o $,default,number
Nkoya2-43_five-1,,Nkoya2,43_five,Mushanu nakomwi,Mushanu nakomwi,M/m u sh/ʃ a n u + n a k o mʷ i,,Sawka2019,,,^ M u sh a n u + n a k o mw i $,default,number
Tonga-44_six-1,,Tonga,44_six,cisambomwe,cisambomwe,c/tʃ i s a ⁿb o mʷ e,,Sawka2019,,,^ c i s a mb o mw e $,default,number
MukuniMarch-44_six-1,,MukuniMarch,44_six,cisambomwe,cisambomwe,c/tʃ i s a ⁿb o mʷ e,,Sawka2019,,,^ c i s a mb o mw e $,default,number
Mukuni-44_six-1,,Mukuni,44_six,cisambomwe,cisambomwe,c/tʃ i s a ⁿb o mʷ e,,Sawka2019,,,^ c i s a mb o mw e $,default,number
Sekute2013-44_six-1,,Sekute2013,44_six,cisambomwe,cisambomwe,c/tʃ i s a ⁿb o mʷ e,,Sawka2019,,,^ c i s a mb o mw e $,default,number
Musukotwani-44_six-1,,Musukotwani,44_six,cisambomwe,cisambomwe,c/tʃ i s a ⁿb o mʷ e,,Sawka2019,,,^ c i s a mb o mw e $,default,number
Ila-44_six-1,,Ila,44_six,cisambomwi,cisambomwi,c/tʃ i s a ⁿb o mʷ i,,Sawka2019,,,^ c i s a mb o mw i $,default,number
Lozi-44_six-1,,Lozi,44_six,silezi,silezi,s i l e z i,,Sawka2019,,,^ s i l e z i $,default,number
Chewa-44_six-1,,Chewa,44_six,tusanu ndi kamodzi,tusanu ndi kamodzi,t u s a n u + ⁿd i + k a m o dz i,,Sawka2019,,,^ t u s a n u + nd i + k a m o dz i $,default,number
Nkoya1-44_six-1,,Nkoya1,44_six,una natubili,una natubili,u n a + n a t u b i l i,,Sawka2019,,,^ u n a + n a t u b i l i $,default,number
Nkoya2-44_six-1,,Nkoya2,44_six,Mushanu natubiji,Mushanu natubiji,M/m u sh/ʃ a n u + n a t u b i j/dʒ i,,Sawka2019,,,^ M u sh a n u + n a t u b i j i $,default,number
Tonga-45_seven-1,,Tonga,45_seven,ciloba,ciloba,c/tʃ i l o b a,,Sawka2019,,,^ c i l o b a $,default,number
MukuniMarch-45_seven-1,,MukuniMarch,45_seven,cisanu ability,cisanu ability,c/tʃ i s a n u + a b i l i t y,,Sawka2019,,,^ c i s a n u + a b i l i t y $,default,number
Sekute2013-45_seven-1,,Sekute2013,45_seven,ciloba,ciloba,c/tʃ i l o b a,,Sawka2019,,,^ c i l o b a $,default,number
Musukotwani-45_seven-1,,Musukotwani,45_seven,lusele,lusele,l u s e l e,,Sawka2019,,,^ l u s e l e $,default,number
Ila-45_seven-1,,Ila,45_seven,ciloba,ciloba,c/tʃ i l o b a,,Sawka2019,,,^ c i l o b a $,default,number
Lozi-45_seven-1,,Lozi,45_seven,supile,supile,s u p i l e,,Sawka2019,,,^ s u p i l e $,default,number
Chewa-45_seven-1,,Chewa,45_seven,tusanu ndi tuwiri,tusanu ndi tuwiri,t u s a n u + ⁿd i + t u w i r i,,Sawka2019,,,^ t u s a n u + nd i + t u w i r i $,default,number
Nkoya1-45_seven-1,,Nkoya1,45_seven,una natuhatu,una natuhatu,u n a + n a t u h a t u,,Sawka2019,,,^ u n a + n a t u h a t u $,default,number
Nkoya2-45_seven-1,,Nkoya2,45_seven,seveni,seveni,s e v e n i,,Sawka2019,,,^ s e v e n i $,default,number
Tonga-46_eight-1,,Tonga,46_eight,lusele,lusele,l u s e l e,,Sawka2019,,,^ l u s e l e $,default,number
MukuniMarch-46_eight-1,,MukuniMarch,46_eight,ciloba,ciloba,c/tʃ i l o b a,,Sawka2019,,,^ c i l o b a $,default,number
Sekute2013-46_eight-1,,Sekute2013,46_eight,lusele,lusele,l u s e l e,,Sawka2019,,,^ l u s e l e $,default,number
Ila-46_eight-1,,Ila,46_eight,lusele,lusele,l u s e l e,,Sawka2019,,,^ l u s e l e $,default,number
Lozi-46_eight-1,,Lozi,46_eight,supile ni kakalikamo,supile ni kakalikamo,s u p i l e + n i + k a k a l i k a m o,,Sawka2019,,,^ s u p i l e + n i + k a k a l i k a m o $,default,number
Chewa-46_eight-1,,Chewa,46_eight,tusanu ndi tutatu,tusanu ndi tutatu,t u s a n u + ⁿd i + t u t a t u,,Sawka2019,,,^ t u s a n u + nd i + t u t a t u $,default,number
Nkoya2-46_eight-1,,Nkoya2,46_eight,eiti,eiti,e i t i,,Sawka2019,,,^ e i t i $,default,number
Tonga-47_nine-1,,Tonga,47_nine,Ifuka,Ifuka,I/i f u k a,,Sawka2019,,,^ I f u k a $,default,number
MukuniMarch-47_nine-1,,MukuniMarch,47_nine,ifuka,ifuka,i f u k a,,Sawka2019,,,^ i f u k a $,default,number
Sekute2013-47_nine-1,,Sekute2013,47_nine,ifuka,ifuka,i f u k a,,Sawka2019,,,^ i f u k a $,default,number
Musukotwani-47_nine-1,,Musukotwani,47_nine,ciloba,ciloba,c/tʃ i l o b a,,Sawka2019,,,^ c i l o b a $,default,number
Ila-47_nine-1,,Ila,47_nine,Ifwuka,Ifwuka,I/i fʷ u k a,,Sawka2019,,,^ I fw u k a $,default,number
Lozi-47_nine-1,,Lozi,47_nine,supile totobeli,supile totobeli,s u p i l e + t o t o b e l i,,Sawka2019,,,^ s u p i l e + t o t o b e l i $,default,number
Chewa-47_nine-1,,Chewa,47_nine,tusanu ndi tunai,tusanu ndi tunai,t u s a n u + ⁿd i + t u n a i,,Sawka2019,,,^ t u s a n u + nd i + t u n a i $,default,number
Nkoya2-47_nine-1,,Nkoya2,47_nine,naini,naini,n a i n i,,Sawka2019,,,^ n a i n i $,default,number
Tonga-48_ten-1,,Tonga,48_ten,Ikumi,Ikumi,I/i k u m i,,Sawka2019,,,^ I k u m i $,default,number
MukuniMarch-48_ten-1,,MukuniMarch,48_ten,ikumi,ikumi,i k u m i,,Sawka2019,,,^ i k u m i $,default,number
Mukuni-48_ten-1,,Mukuni,48_ten,kumi,kumi,k u m i,,Sawka2019,,,^ k u m i $,default,number
Sekute2013-48_ten-1,,Sekute2013,48_ten,kumi,kumi,k u m i,,Sawka2019,,,^ k u m i $,default,number
Sekute-48_ten-1,,Sekute,48_ten,kumi,kumi,k u m i,,Sawka2019,,,^ k u m i $,default,number
Musukotwani-48_ten-1,,Musukotwani,48_ten,kumi,kumi,k u m i,,Sawka2019,,,^ k u m i $,default,number
Ila-48_ten-1,,Ila,48_ten,Ikumi,Ikumi,I/i k u m i,,Sawka2019,,,^ I k u m i $,default,number
Lozi-48_ten-1,,Lozi,48_ten,lishumi,lishumi,l i sh/ʃ u m i,,Sawka2019,,,^ l i sh u m i $,default,number
Chewa-48_ten-1,,Chewa,48_ten,khumi,khumi,kʰ u m i,,Sawka2019,,,^ kh u m i $,default,number
Nkoya1-48_ten-1,,Nkoya1,48_ten,mutanu,mutanu,m u t a n u,,Sawka2019,,,^ m u t a n u $,default,number
Nkoya2-48_ten-1,,Nkoya2,48_ten,teni,teni,t e n i,,Sawka2019,,,^ t e n i $,default,number
Tonga-49_few-1,,Tonga,49_few,tunini,tunini,t u n i n i,,Sawka2019,,,^ t u n i n i $,default,number
MukuniMarch-49_few-1,,MukuniMarch,49_few,tuce,tuce,t u c/tʃ e,,Sawka2019,,,^ t u c e $,default,number
Mukuni-49_few-1,,Mukuni,49_few,tuce,tuce,t u c/tʃ e,,Sawka2019,,,^ t u c e $,default,number
Sekute2013-49_few-1,,Sekute2013,49_few,wuce,wuce,w u c/tʃ e,,Sawka2019,,,^ w u c e $,default,number
Sekute-49_few-1,,Sekute,49_few,tunini,tunini,t u n i n i,,Sawka2019,,,^ t u n i n i $,default,number
Musukotwani-49_few-1,,Musukotwani,49_few,tunini,tunini,t u n i n i,,Sawka2019,,,^ t u n i n i $,default,number
Ila-49_few-1,,Ila,49_few,tushoonto,tushoonto,t u sh/ʃ oː ⁿt o,,Sawka2019,,,^ t u sh oo nt o $,default,number
Lozi-49_few-1,,Lozi,49_few,bwinyani,bwinyani,bʷ i nʲ a n i,,Sawka2019,,,^ bw i ny a n i $,default,number
Chewa-49_few-1,,Chewa,49_few,ting'ono,ting'ono,t i ⁿgˀ a o n o,,Sawka2019,,,^ t i ng' o n o $,default,number
Nkoya1-49_few-1,,Nkoya1,49_few,byabishe,byabishe,b y a b i sh/ʃ e,,Sawka2019,,,^ b y a b i sh e $,default,number
Nkoya2-49_few-1,,Nkoya2,49_few,twani,twani,tʷ a n i,,Sawka2019,,,^ tw a n i $,default,number
Tonga-50_many-1,,Tonga,50_many,zinjizinji,zinjizinji,z i ⁿdʒ i z i ⁿdʒ i,,Sawka2019,,,^ z i nj i z i nj i $,default,number
MukuniMarch-50_many-1,,MukuniMarch,50_many,zinji,zinji,z i ⁿdʒ i,,Sawka2019,,,^ z i nj i $,default,number
Mukuni-50_many-1,,Mukuni,50_many,zinji,zinji,z i ⁿdʒ i,,Sawka2019,,,^ z i nj i $,default,number
Sekute2013-50_many-1,,Sekute2013,50_many,zinji,zinji,z i ⁿdʒ i,,Sawka2019,,,^ z i nj i $,default,number
Sekute-50_many-1,,Sekute,50_many,zinjizinji,zinjizinji,z i ⁿdʒ i z i ⁿdʒ i,,Sawka2019,,,^ z i nj i z i nj i $,default,number
Musukotwani-50_many-1,,Musukotwani,50_many,zinji,zinji,z i ⁿdʒ i,,Sawka2019,,,^ z i nj i $,default,number
Ila-50_many-1,,Ila,50_many,shinjishinji,shinjishinji,sh/ʃ i ⁿdʒ i sh/ʃ i ⁿdʒ i,,Sawka2019,,,^ sh i nj i sh i nj i $,default,number
Lozi-50_many-1,,Lozi,50_many,bun'ata,bun'ata,b u nˀ a t a,,Sawka2019,,,^ b u n' a t a $,default,number
Chewa-50_many-1,,Chewa,50_many,zambiri,zambiri,z a ⁿb i r i,,Sawka2019,,,^ z a mb i r i $,default,number
Nkoya1-50_many-1,,Nkoya1,50_many,byabingi,byabingi,b y a b i ⁿg i,,Sawka2019,,,^ b y a b i ng i $,default,number
Nkoya2-50_many-1,,Nkoya2,50_many,byabingi,byabingi,b y a b i ⁿg i,,Sawka2019,,,^ b y a b i ng i $,default,number
Tonga-51_bee-1,,Tonga,51_bee,nzuki,nzuki,ⁿz u k i,,Sawka2019,,,^ nz u k i $,default,animal
MukuniMarch-51_bee-1,,MukuniMarch,51_bee,nzoki,nzoki,ⁿz o k i,,Sawka2019,,,^ nz o k i $,default,animal
Mukuni-51_bee-1,,Mukuni,51_bee,inzoki,inzoki,i ⁿz o k i,,Sawka2019,,,^ i nz o k i $,default,animal
Sekute2013-51_bee-1,,Sekute2013,51_bee,nzuki,nzuki,ⁿz u k i,,Sawka2019,,,^ nz u k i $,default,animal
Sekute-51_bee-1,,Sekute,51_bee,nzuki,nzuki,ⁿz u k i,,Sawka2019,,,^ nz u k i $,default,animal
Musukotwani-51_bee-1,,Musukotwani,51_bee,nzuki,nzuki,ⁿz u k i,,Sawka2019,,,^ nz u k i $,default,animal
Ila-51_bee-1,,Ila,51_bee,Inzuci,Inzuci,I/i ⁿz u c/tʃ i,,Sawka2019,,,^ I nz u c i $,default,animal
Lozi-51_bee-1,,Lozi,51_bee,muka,muka,m u k a,,Sawka2019,,,^ m u k a $,default,animal
Chewa-51_bee-1,,Chewa,51_bee,njuci,njuci,ⁿdʒ u c/tʃ i,,Sawka2019,,,^ nj u c i $,default,animal
Nkoya1-51_bee-1,,Nkoya1,51_bee,mphuka,mphuka,ⁿph u k a,,Sawka2019,,,^ mph u k a $,default,animal
Nkoya2-51_bee-1,,Nkoya2,51_bee,mphuka,mphuka,ⁿph u k a,,Sawka2019,,,^ mph u k a $,default,animal
Tonga-52_bird-1,,Tonga,52_bird,muyuni,muyuni,m u y u n i,,Sawka2019,,,^ m u y u n i $,default,animal
MukuniMarch-52_bird-1,,MukuniMarch,52_bird,muyuni,muyuni,m u y u n i,,Sawka2019,,,^ m u y u n i $,default,animal
Mukuni-52_bird-1,,Mukuni,52_bird,muyuni,muyuni,m u y u n i,,Sawka2019,,,^ m u y u n i $,default,animal
Sekute2013-52_bird-1,,Sekute2013,52_bird,muyuni,muyuni,m u y u n i,,Sawka2019,,,^ m u y u n i $,default,animal
Sekute-52_bird-1,,Sekute,52_bird,muyuni,muyuni,m u y u n i,,Sawka2019,,,^ m u y u n i $,default,animal
Musukotwani-52_bird-1,,Musukotwani,52_bird,muyuni,muyuni,m u y u n i,,Sawka2019,,,^ m u y u n i $,default,animal
Ila-52_bird-1,,Ila,52_bird,muzuni,muzuni,m u z u n i,,Sawka2019,,,^ m u z u n i $,default,animal
Lozi-52_bird-1,,Lozi,52_bird,nyunywani,nyunywani,nʲ u nʲ w a n i,,Sawka2019,,,^ ny u ny w a n i $,default,animal
Chewa-52_bird-1,,Chewa,52_bird,mbalame,mbalame,ⁿb a l a m e,,Sawka2019,,,^ mb a l a m e $,default,animal
Nkoya1-52_bird-1,,Nkoya1,52_bird,kayoni,kayoni,k a y o n i,,Sawka2019,,,^ k a y o n i $,default,animal
Nkoya2-52_bird-1,,Nkoya2,52_bird,kayoni,kayoni,k a y o n i,,Sawka2019,,,^ k a y o n i $,default,animal
Tonga-53_buffalo-1,,Tonga,53_buffalo,munyati,munyati,m u nʲ a t i,,Sawka2019,,,^ m u ny a t i $,default,animal
MukuniMarch-53_buffalo-1,,MukuniMarch,53_buffalo,nyati,nyati,nʲ a t i,,Sawka2019,,,^ ny a t i $,default,animal
Mukuni-53_buffalo-1,,Mukuni,53_buffalo,nyati,nyati,nʲ a t i,,Sawka2019,,,^ ny a t i $,default,animal
Sekute2013-53_buffalo-1,,Sekute2013,53_buffalo,Munyati,Munyati,M/m u nʲ a t i,,Sawka2019,,,^ M u ny a t i $,default,animal
Sekute-53_buffalo-1,,Sekute,53_buffalo,munyati,munyati,m u nʲ a t i,,Sawka2019,,,^ m u ny a t i $,default,animal
Musukotwani-53_buffalo-1,,Musukotwani,53_buffalo,Munyati,Munyati,M/m u nʲ a t i,,Sawka2019,,,^ M u ny a t i $,default,animal
Ila-53_buffalo-1,,Ila,53_buffalo,munyati,munyati,m u nʲ a t i,,Sawka2019,,,^ m u ny a t i $,default,animal
Lozi-53_buffalo-1,,Lozi,53_buffalo,nali,nali,n a l i,,Sawka2019,,,^ n a l i $,default,animal
Chewa-53_buffalo-1,,Chewa,53_buffalo,njati,njati,ⁿdʒ a t i,,Sawka2019,,,^ nj a t i $,default,animal
Nkoya1-53_buffalo-1,,Nkoya1,53_buffalo,ngombe yalishaka,ngombe yalishaka,ⁿg o ⁿb e + y a l i sh/ʃ a k a,,Sawka2019,,,^ ng o mb e + y a l i sh a k a $,default,animal
Nkoya2-53_buffalo-1,,Nkoya2,53_buffalo,ngombe yajishaka,ngombe yajishaka,ⁿg o ⁿb e + y a j/dʒ i sh/ʃ a k a,,Sawka2019,,,^ ng o mb e + y a j i sh a k a $,default,animal
Tonga-54_cat-1,,Tonga,54_cat,kaaze,kaaze,k aː z e,,Sawka2019,,,^ k aa z e $,default,animal
MukuniMarch-54_cat-1,,MukuniMarch,54_cat,kaaze,kaaze,k aː z e,,Sawka2019,,,^ k aa z e $,default,animal
Mukuni-54_cat-1,,Mukuni,54_cat,kaaze,kaaze,k aː z e,,Sawka2019,,,^ k aa z e $,default,animal
Sekute2013-54_cat-1,,Sekute2013,54_cat,kaaze,kaaze,k aː z e,,Sawka2019,,,^ k aa z e $,default,animal
Sekute-54_cat-1,,Sekute,54_cat,kaaze,kaaze,k aː z e,,Sawka2019,,,^ k aa z e $,default,animal
Musukotwani-54_cat-1,,Musukotwani,54_cat,kaaze,kaaze,k aː z e,,Sawka2019,,,^ k aa z e $,default,animal
Ila-54_cat-1,,Ila,54_cat,kaaze,kaaze,k aː z e,,Sawka2019,,,^ k aa z e $,default,animal
Lozi-54_cat-1,,Lozi,54_cat,kaze,kaze,k a z e,,Sawka2019,,,^ k a z e $,default,animal
Chewa-54_cat-1,,Chewa,54_cat,chona,chona,tʃʰ o n a,,Sawka2019,,,^ ch o n a $,default,animal
Nkoya1-54_cat-1,,Nkoya1,54_cat,kaze,kaze,k a z e,,Sawka2019,,,^ k a z e $,default,animal
Nkoya2-54_cat-1,,Nkoya2,54_cat,pushi,pushi,p u sh/ʃ i,,Sawka2019,,,^ p u sh i $,default,animal
Tonga-55_crocodile-1,,Tonga,55_crocodile,ciwena,ciwena,c/tʃ i w e n a,,Sawka2019,,,^ c i w e n a $,default,animal
MukuniMarch-55_crocodile-1,,MukuniMarch,55_crocodile,ntale,ntale,ⁿt a l e,,Sawka2019,,,^ nt a l e $,default,animal
Mukuni-55_crocodile-1,,Mukuni,55_crocodile,ntale,ntale,ⁿt a l e,,Sawka2019,,,^ nt a l e $,default,animal
Sekute2013-55_crocodile-1,,Sekute2013,55_crocodile,ntale,ntale,ⁿt a l e,,Sawka2019,,,^ nt a l e $,default,animal
Sekute-55_crocodile-1,,Sekute,55_crocodile,ntale,ntale,ⁿt a l e,,Sawka2019,,,^ nt a l e $,default,animal
Musukotwani-55_crocodile-1,,Musukotwani,55_crocodile,ntale,ntale,ⁿt a l e,,Sawka2019,,,^ nt a l e $,default,animal
Ila-55_crocodile-1,,Ila,55_crocodile,ciwena,ciwena,c/tʃ i w e n a,,Sawka2019,,,^ c i w e n a $,default,animal
Lozi-55_crocodile-1,,Lozi,55_crocodile,kwena,kwena,kʷ e n a,,Sawka2019,,,^ kw e n a $,default,animal
Chewa-55_crocodile-1,,Chewa,55_crocodile,ng'ona,ng'ona,ⁿgˀ a o n a,,Sawka2019,,,^ ng' o n a $,default,animal
Nkoya1-55_crocodile-1,,Nkoya1,55_crocodile,ngandu,ngandu,ⁿg a ⁿd u,,Sawka2019,,,^ ng a nd u $,default,animal
Nkoya2-55_crocodile-1,,Nkoya2,55_crocodile,ngandu,ngandu,ⁿg a ⁿd u,,Sawka2019,,,^ ng a nd u $,default,animal
Tonga-56_dog-1,,Tonga,56_dog,mubwa,mubwa,m u bʷ a,,Sawka2019,,,^ m u bw a $,default,animal
MukuniMarch-56_dog-1,,MukuniMarch,56_dog,mubwa,mubwa,m u bʷ a,,Sawka2019,,,^ m u bw a $,default,animal
Mukuni-56_dog-1,,Mukuni,56_dog,mubwa,mubwa,m u bʷ a,,Sawka2019,,,^ m u bw a $,default,animal
Sekute2013-56_dog-1,,Sekute2013,56_dog,mubwa,mubwa,m u bʷ a,,Sawka2019,,,^ m u bw a $,default,animal
Sekute-56_dog-1,,Sekute,56_dog,mubwa,mubwa,m u bʷ a,,Sawka2019,,,^ m u bw a $,default,animal
Musukotwani-56_dog-1,,Musukotwani,56_dog,mubwa,mubwa,m u bʷ a,,Sawka2019,,,^ m u bw a $,default,animal
Ila-56_dog-1,,Ila,56_dog,mubwa,mubwa,m u bʷ a,,Sawka2019,,,^ m u bw a $,default,animal
Lozi-56_dog-1,,Lozi,56_dog,nja,nja,ⁿdʒ a,,Sawka2019,,,^ nj a $,default,animal
Chewa-56_dog-1,,Chewa,56_dog,galu,galu,g a l u,,Sawka2019,,,^ g a l u $,default,animal
Nkoya1-56_dog-1,,Nkoya1,56_dog,kawa,kawa,k a w a,,Sawka2019,,,^ k a w a $,default,animal
Nkoya2-56_dog-1,,Nkoya2,56_dog,kawa,kawa,k a w a,,Sawka2019,,,^ k a w a $,default,animal
Tonga-57_elephant-1,,Tonga,57_elephant,muzovu,muzovu,m u z o v u,,Sawka2019,,,^ m u z o v u $,default,animal
MukuniMarch-57_elephant-1,,MukuniMarch,57_elephant,nzovu,nzovu,ⁿz o v u,,Sawka2019,,,^ nz o v u $,default,animal
Mukuni-57_elephant-1,,Mukuni,57_elephant,nzovu,nzovu,ⁿz o v u,,Sawka2019,,,^ nz o v u $,default,animal
Sekute2013-57_elephant-1,,Sekute2013,57_elephant,nzovu,nzovu,ⁿz o v u,,Sawka2019,,,^ nz o v u $,default,animal
Sekute-57_elephant-1,,Sekute,57_elephant,nzovu,nzovu,ⁿz o v u,,Sawka2019,,,^ nz o v u $,default,animal
Musukotwani-57_elephant-1,,Musukotwani,57_elephant,nzovu,nzovu,ⁿz o v u,,Sawka2019,,,^ nz o v u $,default,animal
Ila-57_elephant-1,,Ila,57_elephant,muzohuu,muzohuu,m u z o h uː,,Sawka2019,,,^ m u z o h uu $,default,animal
Lozi-57_elephant-1,,Lozi,57_elephant,tou,tou,t o u,,Sawka2019,,,^ t o u $,default,animal
Chewa-57_elephant-1,,Chewa,57_elephant,njobvu,njobvu,ⁿdʒ o b v u,,Sawka2019,,,^ nj o b v u $,default,animal
Nkoya1-57_elephant-1,,Nkoya1,57_elephant,nzovu,nzovu,ⁿz o v u,,Sawka2019,,,^ nz o v u $,default,animal
Nkoya2-57_elephant-1,,Nkoya2,57_elephant,ndovu,ndovu,ⁿd o v u,,Sawka2019,,,^ nd o v u $,default,animal
Tonga-58_fish-1,,Tonga,58_fish,Inswi,Inswi,I/i ⁿsʷ i,,Sawka2019,,,^ I nsw i $,default,animal
MukuniMarch-58_fish-1,,MukuniMarch,58_fish,inswi,inswi,i ⁿsʷ i,,Sawka2019,,,^ i nsw i $,default,animal
Mukuni-58_fish-1,,Mukuni,58_fish,inswi,inswi,i ⁿsʷ i,,Sawka2019,,,^ i nsw i $,default,animal
Sekute2013-58_fish-1,,Sekute2013,58_fish,inswi,inswi,i ⁿsʷ i,,Sawka2019,,,^ i nsw i $,default,animal
Sekute-58_fish-1,,Sekute,58_fish,inswi,inswi,i ⁿsʷ i,,Sawka2019,,,^ i nsw i $,default,animal
Musukotwani-58_fish-1,,Musukotwani,58_fish,inswi,inswi,i ⁿsʷ i,,Sawka2019,,,^ i nsw i $,default,animal
Ila-58_fish-1,,Ila,58_fish,Inswi,Inswi,I/i ⁿsʷ i,,Sawka2019,,,^ I nsw i $,default,animal
Lozi-58_fish-1,,Lozi,58_fish,tapi,tapi,t a p i,,Sawka2019,,,^ t a p i $,default,animal
Chewa-58_fish-1,,Chewa,58_fish,nsomba,nsomba,n s o ⁿb a,,Sawka2019,,,^ ns o mb a $,default,animal
Nkoya1-58_fish-1,,Nkoya1,58_fish,inshi,inshi,i ⁿʃ i,,Sawka2019,,,^ i nsh i $,default,animal
Nkoya2-58_fish-1,,Nkoya2,58_fish,nyinshi,nyinshi,nʲ i ⁿʃ i,,Sawka2019,,,^ ny i nsh i $,default,animal
Tonga-59_goat-1,,Tonga,59_goat,mpongo,mpongo,ⁿp o ⁿg o,,Sawka2019,,,^ mp o ng o $,default,animal
MukuniMarch-59_goat-1,,MukuniMarch,59_goat,mpongo,mpongo,ⁿp o ⁿg o,,Sawka2019,,,^ mp o ng o $,default,animal
Mukuni-59_goat-1,,Mukuni,59_goat,mpongo,mpongo,ⁿp o ⁿg o,,Sawka2019,,,^ mp o ng o $,default,animal
Sekute2013-59_goat-1,,Sekute2013,59_goat,mpongo,mpongo,ⁿp o ⁿg o,,Sawka2019,,,^ mp o ng o $,default,animal
Sekute-59_goat-1,,Sekute,59_goat,mpongo,mpongo,ⁿp o ⁿg o,,Sawka2019,,,^ mp o ng o $,default,animal
Musukotwani-59_goat-1,,Musukotwani,59_goat,mpongo,mpongo,ⁿp o ⁿg o,,Sawka2019,,,^ mp o ng o $,default,animal
Ila-59_goat-1,,Ila,59_goat,Impongo,Impongo,I/i ⁿp o ⁿg o,,Sawka2019,,,^ I mp o ng o $,default,animal
Lozi-59_goat-1,,Lozi,59_goat,puli,puli,p u l i,,Sawka2019,,,^ p u l i $,default,animal
Chewa-59_goat-1,,Chewa,59_goat,mbuzi,mbuzi,ⁿb u z i,,Sawka2019,,,^ mb u z i $,default,animal
Nkoya1-59_goat-1,,Nkoya1,59_goat,mphembe,mphembe,ⁿph e ⁿb e,,Sawka2019,,,^ mph e mb e $,default,animal
Nkoya2-59_goat-1,,Nkoya2,59_goat,mphongo,mphongo,ⁿph o ⁿg o,,Sawka2019,,,^ mph o ng o $,default,animal
Tonga-60_headlouse-1,,Tonga,60_headlouse,njina,njina,ⁿdʒ i n a,,Sawka2019,,,^ nj i n a $,default,animal
MukuniMarch-60_headlouse-1,,MukuniMarch,60_headlouse,njina,njina,ⁿdʒ i n a,,Sawka2019,,,^ nj i n a $,default,animal
Mukuni-60_headlouse-1,,Mukuni,60_headlouse,njina,njina,ⁿdʒ i n a,,Sawka2019,,,^ nj i n a $,default,animal
Sekute2013-60_headlouse-1,,Sekute2013,60_headlouse,njina,njina,ⁿdʒ i n a,,Sawka2019,,,^ nj i n a $,default,animal
Sekute-60_headlouse-1,,Sekute,60_headlouse,njina,njina,ⁿdʒ i n a,,Sawka2019,,,^ nj i n a $,default,animal
Musukotwani-60_headlouse-1,,Musukotwani,60_headlouse,njina,njina,ⁿdʒ i n a,,Sawka2019,,,^ nj i n a $,default,animal
Ila-60_headlouse-1,,Ila,60_headlouse,Injina,Injina,I/i ⁿdʒ i n a,,Sawka2019,,,^ I nj i n a $,default,animal
Lozi-60_headlouse-1,,Lozi,60_headlouse,nda,nda,ⁿd a,,Sawka2019,,,^ nd a $,default,animal
Chewa-60_headlouse-1,,Chewa,60_headlouse,nsabwe/inda,nsabwe,n s a bʷ e,,Sawka2019,,,^ ns a bw e $,default,animal
Chewa-60_headlouse-2,,Chewa,60_headlouse,nsabwe/inda,inda,i ⁿd a,,Sawka2019,,,^ i nd a $,default,animal
Nkoya1-60_headlouse-1,,Nkoya1,60_headlouse,ina wamumutwe,ina wamumutwe,i n a + w a m u m u tʷ e,,Sawka2019,,,^ i n a + w a m u m u tw e $,default,animal
