ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Category
Nkoya2-165_person-1,,Nkoya2,165_person,munthu,munthu,m u ⁿtʰ u,,Sawka2019,,,^ m u nth u $,default,person
Tonga-166_son-1,,Tonga,166_son,mwana,mwana,mʷ a n a,,Sawka2019,,,^ mw a n a $,default,person
MukuniMarch-166_son-1,,MukuniMarch,166_son,mwana mosankwa,mwana mosankwa,mʷ a n a + m o s a ŋ kʷ a,,Sawka2019,,,^ mw a n a + m o s a nkw a $,default,person
Mukuni-166_son-1,,Mukuni,166_son,mwana mosankwa,mwana mosankwa,mʷ a n a + m o s a ŋ kʷ a,,Sawka2019,,,^ mw a n a + m o s a nkw a $,default,person
Sekute2013-166_son-1,,Sekute2013,166_son,mwana mosankwa,mwana mosankwa,mʷ a n a + m o s a ŋ kʷ a,,Sawka2019,,,^ mw a n a + m o s a nkw a $,default,person
Sekute-166_son-1,,Sekute,166_son,mwana mosankwa,mwana mosankwa,mʷ a n a + m o s a ŋ kʷ a,,Sawka2019,,,^ mw a n a + m o s a nkw a $,default,person
Musukotwani-166_son-1,,Musukotwani,166_son,mwana mosankwa,mwana mosankwa,mʷ a n a + m o s a ŋ kʷ a,,Sawka2019,,,^ mw a n a + m o s a nkw a $,default,person
Ila-166_son-1,,Ila,166_son,mweembezi,mweembezi,mʷ eː ⁿb e z i,,Sawka2019,,,^ mw ee mb e z i $,default,person
Lozi-166_son-1,,Lozi,166_son,mwan mushimani,mwan mushimani,mʷ a n + m u sh/ʃ i m a n i,,Sawka2019,,,^ mw a n + m u sh i m a n i $,default,person
Chewa-166_son-1,,Chewa,166_son,mwana wamwamuna,mwana wamwamuna,mʷ a n a + w a mʷ a m u n a,,Sawka2019,,,^ mw a n a + w a mw a m u n a $,default,person
Nkoya1-166_son-1,,Nkoya1,166_son,mwana wamulume,mwana wamulume,mʷ a n a + w a m u l u m e,,Sawka2019,,,^ mw a n a + w a m u l u m e $,default,person
Nkoya2-166_son-1,,Nkoya2,166_son,mwana mimulume,mwana mimulume,mʷ a n a + m i m u l u m e,,Sawka2019,,,^ mw a n a + m i m u l u m e $,default,person
MukuniMarch-167_twins-1,,MukuniMarch,167_twins,mbambile,mbambile,ⁿb a ⁿb i l e,,Sawka2019,,,^ mb a mb i l e $,default,person
Mukuni-167_twins-1,,Mukuni,167_twins,mbambile,mbambile,ⁿb a ⁿb i l e,,Sawka2019,,,^ mb a mb i l e $,default,person
Sekute2013-167_twins-1,,Sekute2013,167_twins,maanga,maanga,m aː ⁿg a,,Sawka2019,,,^ m aa ng a $,default,person
Sekute-167_twins-1,,Sekute,167_twins,mampundu,mampundu,m a ⁿp u ⁿd u,,Sawka2019,,,^ m a mp u nd u $,default,person
Musukotwani-167_twins-1,,Musukotwani,167_twins,mbambile,mbambile,ⁿb a ⁿb i l e,,Sawka2019,,,^ mb a mb i l e $,default,person
Ila-167_twins-1,,Ila,167_twins,maanga,maanga,m aː ⁿg a,,Sawka2019,,,^ m aa ng a $,default,person
Lozi-167_twins-1,,Lozi,167_twins,mapundu,mapundu,m a p u ⁿd u,,Sawka2019,,,^ m a p u nd u $,default,person
Chewa-167_twins-1,,Chewa,167_twins,amapasa,amapasa,a m a p a s a,,Sawka2019,,,^ a m a p a s a $,default,person
Nkoya1-167_twins-1,,Nkoya1,167_twins,bambuyu,bambuyu,b a ⁿb u y u,,Sawka2019,,,^ b a mb u y u $,default,person
Nkoya2-167_twins-1,,Nkoya2,167_twins,bambuyu,bambuyu,b a ⁿb u y u,,Sawka2019,,,^ b a mb u y u $,default,person
Tonga-168_who-1,,Tonga,168_who,nguni,nguni,ⁿg u n i,,Sawka2019,,,^ ng u n i $,default,person
MukuniMarch-168_who-1,,MukuniMarch,168_who,ngwani,ngwani,ŋ gʷ a n i,,Sawka2019,,,^ ngw a n i $,default,person
Mukuni-168_who-1,,Mukuni,168_who,ngwani,ngwani,ŋ gʷ a n i,,Sawka2019,,,^ ngw a n i $,default,person
Sekute2013-168_who-1,,Sekute2013,168_who,ngwani,ngwani,ŋ gʷ a n i,,Sawka2019,,,^ ngw a n i $,default,person
Sekute-168_who-1,,Sekute,168_who,ngwani,ngwani,ŋ gʷ a n i,,Sawka2019,,,^ ngw a n i $,default,person
Musukotwani-168_who-1,,Musukotwani,168_who,nguni,nguni,ⁿg u n i,,Sawka2019,,,^ ng u n i $,default,person
Ila-168_who-1,,Ila,168_who,nguni,nguni,ⁿg u n i,,Sawka2019,,,^ ng u n i $,default,person
Lozi-168_who-1,,Lozi,168_who,mani,mani,m a n i,,Sawka2019,,,^ m a n i $,default,person
Chewa-168_who-1,,Chewa,168_who,ndani,ndani,ⁿd a n i,,Sawka2019,,,^ nd a n i $,default,person
Nkoya1-168_who-1,,Nkoya1,168_who,yani,yani,y a n i,,Sawka2019,,,^ y a n i $,default,person
Nkoya2-168_who-1,,Nkoya2,168_who,yani,yani,y a n i,,Sawka2019,,,^ y a n i $,default,person
Tonga-169_wife-1,,Tonga,169_wife,mukaintu,mukaintu,m u k a i ⁿt u,,Sawka2019,,,^ m u k a i nt u $,default,person
MukuniMarch-169_wife-1,,MukuniMarch,169_wife,mwana kazi wangu,mwana kazi wangu,mʷ a n a + k a z i + w a ⁿg u,,Sawka2019,,,^ mw a n a + k a z i + w a ng u $,default,person
Mukuni-169_wife-1,,Mukuni,169_wife,mwana kazi,mwana kazi,mʷ a n a + k a z i,,Sawka2019,,,^ mw a n a + k a z i $,default,person
Sekute2013-169_wife-1,,Sekute2013,169_wife,mwana kazi,mwana kazi,mʷ a n a + k a z i,,Sawka2019,,,^ mw a n a + k a z i $,default,person
Sekute-169_wife-1,,Sekute,169_wife,mukaintu,mukaintu,m u k a i ⁿt u,,Sawka2019,,,^ m u k a i nt u $,default,person
Musukotwani-169_wife-1,,Musukotwani,169_wife,mukaintu,mukaintu,m u k a i ⁿt u,,Sawka2019,,,^ m u k a i nt u $,default,person
Ila-169_wife-1,,Ila,169_wife,mwinangu,mwinangu,mʷ i n a ⁿg u,,Sawka2019,,,^ mw i n a ng u $,default,person
Lozi-169_wife-1,,Lozi,169_wife,musali,musali,m u s a l i,,Sawka2019,,,^ m u s a l i $,default,person
Chewa-169_wife-1,,Chewa,169_wife,mkadzi,mkadzi,m k a dz i,,Sawka2019,,,^ m k a dz i $,default,person
Nkoya1-169_wife-1,,Nkoya1,169_wife,munthu wami,munthu wami,m u ⁿtʰ u + w a m i,,Sawka2019,,,^ m u nth u + w a m i $,default,person
Nkoya2-169_wife-1,,Nkoya2,169_wife,munthu wami,munthu wami,m u ⁿtʰ u + w a m i,,Sawka2019,,,^ m u nth u + w a m i $,default,person
Tonga-170_woman-1,,Tonga,170_woman,mukaintu,mukaintu,m u k a i ⁿt u,,Sawka2019,,,^ m u k a i nt u $,default,person
MukuniMarch-170_woman-1,,MukuniMarch,170_woman,mwana kazi,mwana kazi,mʷ a n a + k a z i,,Sawka2019,,,^ mw a n a + k a z i $,default,person
Mukuni-170_woman-1,,Mukuni,170_woman,mucembele/mwana kazi,mucembele,m u c/tʃ e ⁿb e l e,,Sawka2019,,,^ m u c e mb e l e $,default,person
Mukuni-170_woman-2,,Mukuni,170_woman,mucembele/mwana kazi,mwana kazi,mʷ a n a + k a z i,,Sawka2019,,,^ mw a n a + k a z i $,default,person
Sekute2013-170_woman-1,,Sekute2013,170_woman,mwana kazi,mwana kazi,mʷ a n a + k a z i,,Sawka2019,,,^ mw a n a + k a z i $,default,person
Sekute-170_woman-1,,Sekute,170_woman,mwana kazi,mwana kazi,mʷ a n a + k a z i,,Sawka2019,,,^ mw a n a + k a z i $,default,person
Musukotwani-170_woman-1,,Musukotwani,170_woman,mwana kazi,mwana kazi,mʷ a n a + k a z i,,Sawka2019,,,^ mw a n a + k a z i $,default,person
Ila-170_woman-1,,Ila,170_woman,mukaintu,mukaintu,m u k a i ⁿt u,,Sawka2019,,,^ m u k a i nt u $,default,person
Lozi-170_woman-1,,Lozi,170_woman,musali,musali,m u s a l i,,Sawka2019,,,^ m u s a l i $,default,person
Chewa-170_woman-1,,Chewa,170_woman,mkadzi,mkadzi,m k a dz i,,Sawka2019,,,^ m k a dz i $,default,person
Nkoya1-170_woman-1,,Nkoya1,170_woman,mbeleke,mbeleke,ⁿb e l e k e,,Sawka2019,,,^ mb e l e k e $,default,person
Nkoya2-170_woman-1,,Nkoya2,170_woman,mukamawa,mukamawa,m u k a m a w a,,Sawka2019,,,^ m u k a m a w a $,default,person
Tonga-171_bad-1,,Tonga,171_bad,mubi,mubi,m u b i,,Sawka2019,,,^ m u b i $,default,adjective
MukuniMarch-171_bad-1,,MukuniMarch,171_bad,cibi,cibi,c/tʃ i b i,,Sawka2019,,,^ c i b i $,default,adjective
Mukuni-171_bad-1,,Mukuni,171_bad,obi,obi,o b i,,Sawka2019,,,^ o b i $,default,adjective
Sekute2013-171_bad-1,,Sekute2013,171_bad,obi,obi,o b i,,Sawka2019,,,^ o b i $,default,adjective
Sekute-171_bad-1,,Sekute,171_bad,mubi,mubi,m u b i,,Sawka2019,,,^ m u b i $,default,adjective
Musukotwani-171_bad-1,,Musukotwani,171_bad,cibi,cibi,c/tʃ i b i,,Sawka2019,,,^ c i b i $,default,adjective
Ila-171_bad-1,,Ila,171_bad,cibiyabi,cibiyabi,c/tʃ i b i y a b i,,Sawka2019,,,^ c i b i y a b i $,default,adjective
Lozi-171_bad-1,,Lozi,171_bad,bumaswe,bumaswe,b u m a sʷ e,,Sawka2019,,,^ b u m a sw e $,default,adjective
Chewa-171_bad-1,,Chewa,171_bad,kuipa,kuipa,k u i p a,,Sawka2019,,,^ k u i p a $,default,adjective
Nkoya1-171_bad-1,,Nkoya1,171_bad,kono,kono,k o n o,,Sawka2019,,,^ k o n o $,default,adjective
Nkoya2-171_bad-1,,Nkoya2,171_bad,shashibi,shashibi,sh/ʃ a sh/ʃ i b i,,Sawka2019,,,^ sh a sh i b i $,default,adjective
Tonga-172_big-1,,Tonga,172_big,cipati,cipati,c/tʃ i p a t i,,Sawka2019,,,^ c i p a t i $,default,adjective
MukuniMarch-172_big-1,,MukuniMarch,172_big,cipati,cipati,c/tʃ i p a t i,,Sawka2019,,,^ c i p a t i $,default,adjective
Mukuni-172_big-1,,Mukuni,172_big,cipati,cipati,c/tʃ i p a t i,,Sawka2019,,,^ c i p a t i $,default,adjective
Sekute2013-172_big-1,,Sekute2013,172_big,cipati,cipati,c/tʃ i p a t i,,Sawka2019,,,^ c i p a t i $,default,adjective
Sekute-172_big-1,,Sekute,172_big,cipati,cipati,c/tʃ i p a t i,,Sawka2019,,,^ c i p a t i $,default,adjective
Musukotwani-172_big-1,,Musukotwani,172_big,cipati,cipati,c/tʃ i p a t i,,Sawka2019,,,^ c i p a t i $,default,adjective
Ila-172_big-1,,Ila,172_big,cikando,cikando,c/tʃ i k a ⁿd o,,Sawka2019,,,^ c i k a nd o $,default,adjective
Lozi-172_big-1,,Lozi,172_big,butuna,butuna,b u t u n a,,Sawka2019,,,^ b u t u n a $,default,adjective
Chewa-172_big-1,,Chewa,172_big,ukula,ukula,u k u l a,,Sawka2019,,,^ u k u l a $,default,adjective
Nkoya1-172_big-1,,Nkoya1,172_big,shashinene,shashinene,sh/ʃ a sh/ʃ i n e n e,,Sawka2019,,,^ sh a sh i n e n e $,default,adjective
Nkoya2-172_big-1,,Nkoya2,172_big,shashinene,shashinene,sh/ʃ a sh/ʃ i n e n e,,Sawka2019,,,^ sh a sh i n e n e $,default,adjective
Tonga-173_black-1,,Tonga,173_black,cisiya,cisiya,c/tʃ i s i y a,,Sawka2019,,,^ c i s i y a $,default,adjective
MukuniMarch-173_black-1,,MukuniMarch,173_black,kusiya,kusiya,k u s i y a,,Sawka2019,,,^ k u s i y a $,default,adjective
Mukuni-173_black-1,,Mukuni,173_black,kusiya,kusiya,k u s i y a,,Sawka2019,,,^ k u s i y a $,default,adjective
Sekute2013-173_black-1,,Sekute2013,173_black,kusiya,kusiya,k u s i y a,,Sawka2019,,,^ k u s i y a $,default,adjective
Sekute-173_black-1,,Sekute,173_black,kusiya,kusiya,k u s i y a,,Sawka2019,,,^ k u s i y a $,default,adjective
Musukotwani-173_black-1,,Musukotwani,173_black,kusiya,kusiya,k u s i y a,,Sawka2019,,,^ k u s i y a $,default,adjective
Ila-173_black-1,,Ila,173_black,cishiya,cishiya,c/tʃ i sh/ʃ i y a,,Sawka2019,,,^ c i sh i y a $,default,adjective
Lozi-173_black-1,,Lozi,173_black,bunsu,bunsu,b u n s u,,Sawka2019,,,^ b u ns u $,default,adjective
Chewa-173_black-1,,Chewa,173_black,kuda,kuda,k u d a,,Sawka2019,,,^ k u d a $,default,adjective
Nkoya1-173_black-1,,Nkoya1,173_black,kushipa,kushipa,k u sh/ʃ i p a,,Sawka2019,,,^ k u sh i p a $,default,adjective
Nkoya2-173_black-1,,Nkoya2,173_black,shakushipa,shakushipa,sh/ʃ a k u sh/ʃ i p a,,Sawka2019,,,^ sh a k u sh i p a $,default,adjective
Tonga-174_cold-1,,Tonga,174_cold,kutontola,kutontola,k u t o ⁿt o l a,,Sawka2019,,,^ k u t o nt o l a $,default,adjective
MukuniMarch-174_cold-1,,MukuniMarch,174_cold,kutontola,kutontola,k u t o ⁿt o l a,,Sawka2019,,,^ k u t o nt o l a $,default,adjective
Mukuni-174_cold-1,,Mukuni,174_cold,kutontola,kutontola,k u t o ⁿt o l a,,Sawka2019,,,^ k u t o nt o l a $,default,adjective
Sekute2013-174_cold-1,,Sekute2013,174_cold,kutontola,kutontola,k u t o ⁿt o l a,,Sawka2019,,,^ k u t o nt o l a $,default,adjective
Sekute-174_cold-1,,Sekute,174_cold,kutontola,kutontola,k u t o ⁿt o l a,,Sawka2019,,,^ k u t o nt o l a $,default,adjective
Musukotwani-174_cold-1,,Musukotwani,174_cold,kutontola,kutontola,k u t o ⁿt o l a,,Sawka2019,,,^ k u t o nt o l a $,default,adjective
Ila-174_cold-1,,Ila,174_cold,kutontola,kutontola,k u t o ⁿt o l a,,Sawka2019,,,^ k u t o nt o l a $,default,adjective
Lozi-174_cold-1,,Lozi,174_cold,kubata,kubata,k u b a t a,,Sawka2019,,,^ k u b a t a $,default,adjective
Chewa-174_cold-1,,Chewa,174_cold,kuzidzila,kuzidzila,k u z i dz i l a,,Sawka2019,,,^ k u z i dz i l a $,default,adjective
Nkoya1-174_cold-1,,Nkoya1,174_cold,kubombola,kubombola,k u b o ⁿb o l a,,Sawka2019,,,^ k u b o mb o l a $,default,adjective
Nkoya2-174_cold-1,,Nkoya2,174_cold,kubombola,kubombola,k u b o ⁿb o l a,,Sawka2019,,,^ k u b o mb o l a $,default,adjective
Tonga-175_difficult-1,,Tonga,175_difficult,buyumuyumu,buyumuyumu,b u y u m u y u m u,,Sawka2019,,,^ b u y u m u y u m u $,default,adjective
MukuniMarch-175_difficult-1,,MukuniMarch,175_difficult,buyumuyumu,buyumuyumu,b u y u m u y u m u,,Sawka2019,,,^ b u y u m u y u m u $,default,adjective
Mukuni-175_difficult-1,,Mukuni,175_difficult,ciumu/buyumuyumu,ciumu,c/tʃ i u m u,,Sawka2019,,,^ c i u m u $,default,adjective
Mukuni-175_difficult-2,,Mukuni,175_difficult,ciumu/buyumuyumu,buyumuyumu,b u y u m u y u m u,,Sawka2019,,,^ b u y u m u y u m u $,default,adjective
Sekute2013-175_difficult-1,,Sekute2013,175_difficult,buyumuyumu,buyumuyumu,b u y u m u y u m u,,Sawka2019,,,^ b u y u m u y u m u $,default,adjective
Sekute-175_difficult-1,,Sekute,175_difficult,buyumuyumu,buyumuyumu,b u y u m u y u m u,,Sawka2019,,,^ b u y u m u y u m u $,default,adjective
Musukotwani-175_difficult-1,,Musukotwani,175_difficult,ciumu/buyumu-yumu,ciumu,c/tʃ i u m u,,Sawka2019,,,^ c i u m u $,default,adjective
Musukotwani-175_difficult-2,,Musukotwani,175_difficult,ciumu/buyumu-yumu,buyumu-yumu,b u y u m u + y u m u,,Sawka2019,,,^ b u y u m u - y u m u $,default,adjective
Ila-175_difficult-1,,Ila,175_difficult,buzumuzumu,buzumuzumu,b u z u m u z u m u,,Sawka2019,,,^ b u z u m u z u m u $,default,adjective
Lozi-175_difficult-1,,Lozi,175_difficult,butata,butata,b u t a t a,,Sawka2019,,,^ b u t a t a $,default,adjective
Chewa-175_difficult-1,,Chewa,175_difficult,cobvuta,cobvuta,c/tʃ o b v u t a,,Sawka2019,,,^ c o b v u t a $,default,adjective
Nkoya1-175_difficult-1,,Nkoya1,175_difficult,shashikalu,shashikalu,sh/ʃ a sh/ʃ i k a l u,,Sawka2019,,,^ sh a sh i k a l u $,default,adjective
Nkoya2-175_difficult-1,,Nkoya2,175_difficult,shashupa,shashupa,sh/ʃ a sh/ʃ u p a,,Sawka2019,,,^ sh a sh u p a $,default,adjective
Tonga-176_dirty-1,,Tonga,176_dirty,tombe,tombe,t o ⁿb e,,Sawka2019,,,^ t o mb e $,default,adjective
MukuniMarch-176_dirty-1,,MukuniMarch,176_dirty,itombe,itombe,i t o ⁿb e,,Sawka2019,,,^ i t o mb e $,default,adjective
Mukuni-176_dirty-1,,Mukuni,176_dirty,kudingona,kudingona,k u d i ⁿg o n a,,Sawka2019,,,^ k u d i ng o n a $,default,adjective
Sekute2013-176_dirty-1,,Sekute2013,176_dirty,tombe,tombe,t o ⁿb e,,Sawka2019,,,^ t o mb e $,default,adjective
Sekute-176_dirty-1,,Sekute,176_dirty,doti,doti,d o t i,,Sawka2019,,,^ d o t i $,default,adjective
Musukotwani-176_dirty-1,,Musukotwani,176_dirty,itombe,itombe,i t o ⁿb e,,Sawka2019,,,^ i t o mb e $,default,adjective
Ila-176_dirty-1,,Ila,176_dirty,Itombe,Itombe,I/i t o ⁿb e,,Sawka2019,,,^ I t o mb e $,default,adjective
Lozi-176_dirty-1,,Lozi,176_dirty,masila,masila,m a s i l a,,Sawka2019,,,^ m a s i l a $,default,adjective
Chewa-176_dirty-1,,Chewa,176_dirty,dothi/ubve,dothi,d o tʰ i,,Sawka2019,,,^ d o th i $,default,adjective
Chewa-176_dirty-2,,Chewa,176_dirty,dothi/ubve,ubve,u b v e,,Sawka2019,,,^ u b v e $,default,adjective
Nkoya1-176_dirty-1,,Nkoya1,176_dirty,mazilo,mazilo,m a z i l o,,Sawka2019,,,^ m a z i l o $,default,adjective
Nkoya2-176_dirty-1,,Nkoya2,176_dirty,ndomba,ndomba,ⁿd o ⁿb a,,Sawka2019,,,^ nd o mb a $,default,adjective
Tonga-177_dry-1,,Tonga,177_dry,kuyuma,kuyuma,k u y u m a,,Sawka2019,,,^ k u y u m a $,default,adjective
MukuniMarch-177_dry-1,,MukuniMarch,177_dry,kuyuma,kuyuma,k u y u m a,,Sawka2019,,,^ k u y u m a $,default,adjective
Mukuni-177_dry-1,,Mukuni,177_dry,kuyuma,kuyuma,k u y u m a,,Sawka2019,,,^ k u y u m a $,default,adjective
Sekute2013-177_dry-1,,Sekute2013,177_dry,kuyuma,kuyuma,k u y u m a,,Sawka2019,,,^ k u y u m a $,default,adjective
Sekute-177_dry-1,,Sekute,177_dry,kuyuma,kuyuma,k u y u m a,,Sawka2019,,,^ k u y u m a $,default,adjective
Musukotwani-177_dry-1,,Musukotwani,177_dry,kuyuma,kuyuma,k u y u m a,,Sawka2019,,,^ k u y u m a $,default,adjective
Ila-177_dry-1,,Ila,177_dry,kuzuma,kuzuma,k u z u m a,,Sawka2019,,,^ k u z u m a $,default,adjective
Lozi-177_dry-1,,Lozi,177_dry,kuoma,kuoma,k u o m a,,Sawka2019,,,^ k u o m a $,default,adjective
Chewa-177_dry-1,,Chewa,177_dry,kuuma,kuuma,k uː m a,,Sawka2019,,,^ k uu m a $,default,adjective
Nkoya1-177_dry-1,,Nkoya1,177_dry,kuyuma,kuyuma,k u y u m a,,Sawka2019,,,^ k u y u m a $,default,adjective
Nkoya2-177_dry-1,,Nkoya2,177_dry,shinayumu,shinayumu,sh/ʃ i n a y u m u,,Sawka2019,,,^ sh i n a y u m u $,default,adjective
Tonga-178_dull-1,,Tonga,178_dull,kuziima,kuziima,k u z iː m a,,Sawka2019,,,^ k u z ii m a $,default,adjective
MukuniMarch-178_dull-1,,MukuniMarch,178_dull,citendele,citendele,c/tʃ i t e ⁿd e l e,,Sawka2019,,,^ c i t e nd e l e $,default,adjective
Mukuni-178_dull-1,,Mukuni,178_dull,kucipa,kucipa,k u c/tʃ i p a,,Sawka2019,,,^ k u c i p a $,default,adjective
Sekute2013-178_dull-1,,Sekute2013,178_dull,kucipa,kucipa,k u c/tʃ i p a,,Sawka2019,,,^ k u c i p a $,default,adjective
Sekute-178_dull-1,,Sekute,178_dull,citendele,citendele,c/tʃ i t e ⁿd e l e,,Sawka2019,,,^ c i t e nd e l e $,default,adjective
Musukotwani-178_dull-1,,Musukotwani,178_dull,cipa,cipa,c/tʃ i p a,,Sawka2019,,,^ c i p a $,default,adjective
Ila-178_dull-1,,Ila,178_dull,kuzhiima,kuzhiima,k u zh/dʒ iː m a,,Sawka2019,,,^ k u zh ii m a $,default,adjective
Lozi-178_dull-1,,Lozi,178_dull,tipa yembumb utezi,tipa yembumb utezi,t i p a + y e ⁿb u ⁿb + u t e z i,,Sawka2019,,,^ t i p a + y e mb u mb + u t e z i $,default,adjective
Chewa-178_dull-1,,Chewa,178_dull,ubuntha,ubuntha,u b u ⁿtʰ a,,Sawka2019,,,^ u b u nth a $,default,adjective
Nkoya1-178_dull-1,,Nkoya1,178_dull,kushima,kushima,k u sh/ʃ i m a,,Sawka2019,,,^ k u sh i m a $,default,adjective
Nkoya2-178_dull-1,,Nkoya2,178_dull,yaishimi,yaishimi,y a i sh/ʃ i m i,,Sawka2019,,,^ y a i sh i m i $,default,adjective
Tonga-179_easy-1,,Tonga,179_easy,cuuba,cuuba,c/tʃ uː b a,,Sawka2019,,,^ c uu b a $,default,adjective
MukuniMarch-179_easy-1,,MukuniMarch,179_easy,kuba uba,kuba uba,k u b a + u b a,,Sawka2019,,,^ k u b a + u b a $,default,adjective
Mukuni-179_easy-1,,Mukuni,179_easy,cuuba,cuuba,c/tʃ uː b a,,Sawka2019,,,^ c uu b a $,default,adjective
Sekute2013-179_easy-1,,Sekute2013,179_easy,kuba uba,kuba uba,k u b a + u b a,,Sawka2019,,,^ k u b a + u b a $,default,adjective
Sekute-179_easy-1,,Sekute,179_easy,tazhishupi/cuuba,tazhishupi,t a zh/dʒ i sh/ʃ u p i,,Sawka2019,,,^ t a zh i sh u p i $,default,adjective
Sekute-179_easy-2,,Sekute,179_easy,tazhishupi/cuuba,cuuba,c/tʃ uː b a,,Sawka2019,,,^ c uu b a $,default,adjective
Musukotwani-179_easy-1,,Musukotwani,179_easy,cuuba,cuuba,c/tʃ uː b a,,Sawka2019,,,^ c uu b a $,default,adjective
Ila-179_easy-1,,Ila,179_easy,cuubauba,cuubauba,c/tʃ uː b a u b a,,Sawka2019,,,^ c uu b a u b a $,default,adjective
Lozi-179_easy-1,,Lozi,179_easy,bunolo,bunolo,b u n o l o,,Sawka2019,,,^ b u n o l o $,default,adjective
Chewa-179_easy-1,,Chewa,179_easy,capafupi,capafupi,c/tʃ a p a f u p i,,Sawka2019,,,^ c a p a f u p i $,default,adjective
Nkoya1-179_easy-1,,Nkoya1,179_easy,shawangu,shawangu,sh/ʃ a w a ⁿg u,,Sawka2019,,,^ sh a w a ng u $,default,adjective
Nkoya2-179_easy-1,,Nkoya2,179_easy,unhenhu,unhenhu,u n h e n h u,,Sawka2019,,,^ u nh e nh u $,default,adjective
Tonga-180_full-1,,Tonga,180_full,kuzula,kuzula,k u z u l a,,Sawka2019,,,^ k u z u l a $,default,adjective
MukuniMarch-180_full-1,,MukuniMarch,180_full,cizwide,cizwide,c/tʃ i zʷ i d e,,Sawka2019,,,^ c i zw i d e $,default,adjective
Mukuni-180_full-1,,Mukuni,180_full,kuzula,kuzula,k u z u l a,,Sawka2019,,,^ k u z u l a $,default,adjective
Sekute2013-180_full-1,,Sekute2013,180_full,zula,zula,z u l a,,Sawka2019,,,^ z u l a $,default,adjective
Sekute-180_full-1,,Sekute,180_full,kuzula,kuzula,k u z u l a,,Sawka2019,,,^ k u z u l a $,default,adjective
Musukotwani-180_full-1,,Musukotwani,180_full,cizwide,cizwide,c/tʃ i zʷ i d e,,Sawka2019,,,^ c i zw i d e $,default,adjective
Ila-180_full-1,,Ila,180_full,cilizwile,cilizwile,c/tʃ i l i zʷ i l e,,Sawka2019,,,^ c i l i zw i l e $,default,adjective
Lozi-180_full-1,,Lozi,180_full,kutaza,kutaza,k u t a z a,,Sawka2019,,,^ k u t a z a $,default,adjective
Chewa-180_full-1,,Chewa,180_full,uzala,uzala,u z a l a,,Sawka2019,,,^ u z a l a $,default,adjective
Nkoya1-180_full-1,,Nkoya1,180_full,ngu,ngu,ⁿg u,,Sawka2019,,,^ ng u $,default,adjective
Nkoya2-180_full-1,,Nkoya2,180_full,kwindala,kwindala,kʷ i ⁿd a l a,,Sawka2019,,,^ kw i nd a l a $,default,adjective
Tonga-181_good-1,,Tonga,181_good,cibotu,cibotu,c/tʃ i b o t u,,Sawka2019,,,^ c i b o t u $,default,adjective
MukuniMarch-181_good-1,,MukuniMarch,181_good,cibotu,cibotu,c/tʃ i b o t u,,Sawka2019,,,^ c i b o t u $,default,adjective
Mukuni-181_good-1,,Mukuni,181_good,obotu,obotu,o b o t u,,Sawka2019,,,^ o b o t u $,default,adjective
Sekute2013-181_good-1,,Sekute2013,181_good,obotu,obotu,o b o t u,,Sawka2019,,,^ o b o t u $,default,adjective
Sekute-181_good-1,,Sekute,181_good,cibotu,cibotu,c/tʃ i b o t u,,Sawka2019,,,^ c i b o t u $,default,adjective
Musukotwani-181_good-1,,Musukotwani,181_good,cibotu,cibotu,c/tʃ i b o t u,,Sawka2019,,,^ c i b o t u $,default,adjective
Ila-181_good-1,,Ila,181_good,cibotu,cibotu,c/tʃ i b o t u,,Sawka2019,,,^ c i b o t u $,default,adjective
Lozi-181_good-1,,Lozi,181_good,hande,hande,h a ⁿd e,,Sawka2019,,,^ h a nd e $,default,adjective
Chewa-181_good-1,,Chewa,181_good,bwino,bwino,bʷ i n o,,Sawka2019,,,^ bw i n o $,default,adjective
Nkoya1-181_good-1,,Nkoya1,181_good,shiwahi,shiwahi,sh/ʃ i w a h i,,Sawka2019,,,^ sh i w a h i $,default,adjective
Nkoya2-181_good-1,,Nkoya2,181_good,shashiwahe,shashiwahe,sh/ʃ a sh/ʃ i w a h e,,Sawka2019,,,^ sh a sh i w a h e $,default,adjective
Tonga-182_heavy-1,,Tonga,182_heavy,kulema,kulema,k u l e m a,,Sawka2019,,,^ k u l e m a $,default,adjective
MukuniMarch-182_heavy-1,,MukuniMarch,182_heavy,cilemu,cilemu,c/tʃ i l e m u,,Sawka2019,,,^ c i l e m u $,default,adjective
Mukuni-182_heavy-1,,Mukuni,182_heavy,cilemu,cilemu,c/tʃ i l e m u,,Sawka2019,,,^ c i l e m u $,default,adjective
Sekute2013-182_heavy-1,,Sekute2013,182_heavy,kulema,kulema,k u l e m a,,Sawka2019,,,^ k u l e m a $,default,adjective
Sekute-182_heavy-1,,Sekute,182_heavy,kulema,kulema,k u l e m a,,Sawka2019,,,^ k u l e m a $,default,adjective
Musukotwani-182_heavy-1,,Musukotwani,182_heavy,cilemu,cilemu,c/tʃ i l e m u,,Sawka2019,,,^ c i l e m u $,default,adjective
Ila-182_heavy-1,,Ila,182_heavy,kulema,kulema,k u l e m a,,Sawka2019,,,^ k u l e m a $,default,adjective
Lozi-182_heavy-1,,Lozi,182_heavy,bukiti,bukiti,b u k i t i,,Sawka2019,,,^ b u k i t i $,default,adjective
